id,title,kind,category,platform,sourceUrl,sourceFile,author,tags,summary,materialUrls,searchQueries,applicableScene,applicableSubject,replicability,shootingRisk,coreFocus,priceTier,worth,whyWorth,licenseClass,shotSizeNormalized,cameraMovement,compositionNormalized,workflowStage,seoTitle,seoKeywords,usageNote,status,priority
"小清新少女风拍摄手册-坐椅子靠背-50","坐椅子靠背","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","坐椅子靠背 / ""坐椅子上，背靠着，手放扶手，头歪——好""","","坐椅子靠背 姿势/引导；坐椅子靠背 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","坐椅子靠背 - 姿势/引导摄影参考","坐椅子靠背；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-坐椅子往前-51","坐椅子往前","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","坐椅子往前 / ""坐椅子，上半身往前倾，手撑膝盖，看镜头""","","坐椅子往前 姿势/引导；坐椅子往前 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","坐椅子往前 - 姿势/引导摄影参考","坐椅子往前；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-盘腿坐-52","盘腿坐","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","盘腿坐 / ""盘腿坐，手放膝盖，头歪——好""","","盘腿坐 姿势/引导；盘腿坐 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","盘腿坐 - 姿势/引导摄影参考","盘腿坐；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-抱膝坐-53","抱膝坐","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","抱膝坐 / ""抱膝坐，下巴放膝盖上，眼神放空——好""","","抱膝坐 姿势/引导；抱膝坐 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","抱膝坐 - 姿势/引导摄影参考","抱膝坐；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-侧坐地上-54","侧坐地上","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","侧坐地上 / ""侧着坐在地上，腿这样弯，手撑身后——好""","","侧坐地上 姿势/引导；侧坐地上 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","侧坐地上 - 姿势/引导摄影参考","侧坐地上；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-一腿伸直一腿曲-55","一腿伸直一腿曲","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","一腿伸直一腿曲 / ""一腿伸直，一腿曲起来，手肘撑地上——好""","","一腿伸直一腿曲 姿势/引导；一腿伸直一腿曲 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","一腿伸直一腿曲 - 姿势/引导摄影参考","一腿伸直一腿曲；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-大字躺-56","大字躺","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","大字躺 / ""躺下，手脚伸开，像大字一样——好"" / 确认地面干净","","大字躺 姿势/引导；大字躺 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","大字躺 - 姿势/引导摄影参考","大字躺；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-侧躺-57","侧躺","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","侧躺 / ""侧躺，手撑着头，另一只手放身上——好"" / 拍侧脸更好看","","侧躺 姿势/引导；侧躺 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","close-up","static","saliency-focus","shot-planning","侧躺 - 姿势/引导摄影参考","侧躺；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-趴着-58","趴着","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","趴着 / ""趴下，手撑下巴，看镜头——笑了——好"" / 女生要小心走光","","趴着 姿势/引导；趴着 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","static","saliency-focus","shot-planning","趴着 - 姿势/引导摄影参考","趴着；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-仰头躺-59","仰头躺","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","仰头躺 / ""躺下，头微微抬起，看镜头——好"" / 适合拍面部特写","","仰头躺 姿势/引导；仰头躺 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","close-up","static","saliency-focus","shot-planning","仰头躺 - 姿势/引导摄影参考","仰头躺；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-躺靠物体-60","躺靠物体","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","草地","躺靠物体 / ""靠着躺，手举起来摸头发——好"" / 天台/草地适用","","躺靠物体 姿势/引导 草地；躺靠物体 摄影参考；姿势/引导 人像拍摄；草地 pose reference","草地/公园","单人女生/普通客片","容易","天气和光线不稳定","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","躺靠物体 - 姿势/引导摄影参考","躺靠物体；姿势/引导；草地；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-自然走路-61","自然走路","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","自然走路 / ""往前走，慢一点——对——好"" / 连拍","","自然走路 姿势/引导；自然走路 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","static","saliency-focus","shot-planning","自然走路 - 姿势/引导摄影参考","自然走路；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-提裙摆走-62","提裙摆走","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","提裙摆走 / ""慢慢走，手提一下裙摆——对——好"" / 抓提裙瞬间","","提裙摆走 姿势/引导；提裙摆走 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","static","saliency-focus","shot-planning","提裙摆走 - 姿势/引导摄影参考","提裙摆走；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-转圈-63","转圈","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","转圈 / ""原地转一圈，裙子转起来——好"" / 裙子飞扬时拍","","转圈 姿势/引导；转圈 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","转圈 - 姿势/引导摄影参考","转圈；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-跳跃-64","跳跃","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","跳跃 / ""跳一下试试——对——再来——好"" / 连拍，安全第一","","跳跃 姿势/引导；跳跃 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","跳跃 - 姿势/引导摄影参考","跳跃；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-甩头发-65","甩头发","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","甩头发 / ""站好，甩一下头发——好——再来"" / 甩的瞬间抓拍","","甩头发 姿势/引导；甩头发 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","static","saliency-focus","shot-planning","甩头发 - 姿势/引导摄影参考","甩头发；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-奔跑-66","奔跑","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","奔跑 / ""跑过来，慢一点，到这里停下——好"" / 连拍，安全场地","","奔跑 姿势/引导；奔跑 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","需要场地许可或低打扰拍摄","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","奔跑 - 姿势/引导摄影参考","奔跑；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-牵手走-67","牵手走","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","牵手走 / ""牵着手往前走，看对方笑——对——好""","","牵手走 姿势/引导；牵手走 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","static","saliency-focus","shot-planning","牵手走 - 姿势/引导摄影参考","牵手走；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-背靠背-68","背靠背","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","背靠背 / ""背靠背站着，头歪一下——好""","","背靠背 姿势/引导；背靠背 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","long-shot","static","saliency-focus","shot-planning","背靠背 - 姿势/引导摄影参考","背靠背；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-抱一下-69","抱一下","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","抱一下 / ""抱一下，笑——好——自然点——好""","","抱一下 姿势/引导；抱一下 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","抱一下 - 姿势/引导摄影参考","抱一下；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-坐在旁边-70","坐在旁边","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","坐在旁边 / ""并排坐着，头靠过来——好——笑""","","坐在旁边 姿势/引导；坐在旁边 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","坐在旁边 - 姿势/引导摄影参考","坐在旁边；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"小清新少女风拍摄手册-牵手看镜头-71","牵手看镜头","obsidian_table_row","姿势/引导","Obsidian","","摄影姿势库/拍摄指南/小清新少女风拍摄手册.md","","","牵手看镜头 / ""牵着手，看镜头——对了——笑""","","牵手看镜头 姿势/引导；牵手看镜头 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头","199-399","中","适合作为检索补充或局部灵感。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","牵手看镜头 - 姿势/引导摄影参考","牵手看镜头；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"doc-摄影姿势库-汉服-园林汉服-00-园林汉服姿势库-md","汉服园林拍照姿势库","obsidian_note","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/00_园林汉服姿势库.md","","汉服；园林；姿势库；拍照参考","汉服园林拍照姿势库 概述 本库收录汉服园林场景的经典拍照姿势，包括站立、回眸、坐姿、倚靠等常见动作。每个姿势包含动作要点、推荐参数和示例图。 姿势目录 姿势 场景 难度 适用主题 站立持花 园林亭台 ⭐⭐ 温婉/书卷气 回眸侧身 廊道/窗前 ⭐⭐ 清冷/仙气 侧坐倚栏 栏杆/假山 ⭐⭐⭐ 慵懒/灵动 抚琴姿态 古亭/石桌 ⭐⭐⭐ 才女/雅致 持扇遮面 回廊/","","汉服园林拍照姿势库 国风/汉服 汉服 园林 姿势库 拍照参考；汉服园林拍照姿势库 摄影参考；国风/汉服 人像拍摄；汉服 园林 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；构图镜头","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","frame-within-frame；foreground-background-layering","shot-planning","汉服园林拍照姿势库 - 国风/汉服摄影参考","汉服园林拍照姿势库；国风/汉服；汉服；园林；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 笔记抽取，可作为拍摄方案和参考检索的源材料。","本地可用","中"
"00-园林汉服姿势库-站立持花-1","[[站立持花]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/00_园林汉服姿势库.md","","汉服；园林；姿势库；拍照参考","[[站立持花]] / 园林亭台 / ⭐⭐ / 温婉/书卷气","","[[站立持花]] 国风/汉服 汉服 园林 姿势库 拍照参考；[[站立持花]] 摄影参考；国风/汉服 人像拍摄；汉服 园林 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","long-shot","static","saliency-focus","shot-planning","[[站立持花]] - 国风/汉服摄影参考","[[站立持花]]；国风/汉服；汉服；园林；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-园林汉服姿势库-回眸侧身-2","[[回眸侧身]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/00_园林汉服姿势库.md","","汉服；园林；姿势库；拍照参考","[[回眸侧身]] / 廊道/窗前 / ⭐⭐ / 清冷/仙气","","[[回眸侧身]] 国风/汉服 汉服 园林 姿势库 拍照参考；[[回眸侧身]] 摄影参考；国风/汉服 人像拍摄；汉服 园林 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","frame-within-frame","shot-planning","[[回眸侧身]] - 国风/汉服摄影参考","[[回眸侧身]]；国风/汉服；汉服；园林；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-园林汉服姿势库-侧坐倚栏-3","[[侧坐倚栏]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/00_园林汉服姿势库.md","","汉服；园林；姿势库；拍照参考","[[侧坐倚栏]] / 栏杆/假山 / ⭐⭐⭐ / 慵懒/灵动","","[[侧坐倚栏]] 国风/汉服 汉服 园林 姿势库 拍照参考；[[侧坐倚栏]] 摄影参考；国风/汉服 人像拍摄；汉服 园林 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","[[侧坐倚栏]] - 国风/汉服摄影参考","[[侧坐倚栏]]；国风/汉服；汉服；园林；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-园林汉服姿势库-抚琴姿态-4","[[抚琴姿态]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/00_园林汉服姿势库.md","","汉服；园林；姿势库；拍照参考","[[抚琴姿态]] / 古亭/石桌 / ⭐⭐⭐ / 才女/雅致","","[[抚琴姿态]] 国风/汉服 汉服 园林 姿势库 拍照参考；[[抚琴姿态]] 摄影参考；国风/汉服 人像拍摄；汉服 园林 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","[[抚琴姿态]] - 国风/汉服摄影参考","[[抚琴姿态]]；国风/汉服；汉服；园林；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-园林汉服姿势库-持扇遮面-5","[[持扇遮面]]","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/00_园林汉服姿势库.md","","汉服；园林；姿势库；拍照参考","[[持扇遮面]] / 回廊/竹影 / ⭐⭐ / 含蓄/娇羞","","[[持扇遮面]] 国风/汉服 汉服 园林 姿势库 拍照参考；[[持扇遮面]] 摄影参考；国风/汉服 人像拍摄；汉服 园林 姿势库 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","shot-planning","[[持扇遮面]] - 国风/汉服摄影参考","[[持扇遮面]]；国风/汉服；汉服；园林；姿势库；拍照参考；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"doc-摄影姿势库-汉服-园林汉服-pose-回眸侧身-md","回眸侧身姿势","obsidian_note","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_回眸侧身.md","","回眸；侧身；大袖口；汉服；构图；35mm","回眸侧身 动作要点 1. 站姿 ：侧身站立，身体重心略偏后 2. 头部 ：头转回看镜头，眼神带淡淡清冷或回眸一笑 3. 手部 ：可手持扇子、花枝，或自然垂于身侧 4. 袖口 ：如果有宽袖/飘带，可利用袖口增加飘逸感 关键细节 回眸角度不要太大，30 45度最佳 脖颈保持自然延伸，避免双下巴 利用侧逆光勾勒发丝轮廓 眼神要有故事感——若有所思或清冷疏离 推荐参","","回眸侧身姿势 国风/汉服 回眸 侧身 大袖口 汉服 构图 35mm；回眸侧身姿势 摄影参考；国风/汉服 人像拍摄；回眸 侧身 大袖口 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；构图镜头；光线氛围","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","close-up","handheld","rule-of-thirds","shot-planning","回眸侧身姿势 - 国风/汉服摄影参考","回眸侧身姿势；国风/汉服；回眸；侧身；大袖口；汉服；构图；35mm；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 笔记抽取，可作为拍摄方案和参考检索的源材料。","本地可用","中"
"pose-回眸侧身-条目-1-1","条目 1","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_回眸侧身.md","","回眸；侧身；大袖口；汉服；35mm","焦段 / 85mm-135mm","","条目 1 国风/汉服 回眸 侧身 大袖口 汉服 35mm；条目 1 摄影参考；国风/汉服 人像拍摄；回眸 侧身 大袖口 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；构图镜头","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","inspiration","条目 1 - 国风/汉服摄影参考","条目 1；国风/汉服；回眸；侧身；大袖口；汉服；35mm；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"pose-回眸侧身-条目-2-2","条目 2","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_回眸侧身.md","","回眸；侧身；大袖口；汉服","光圈 / f/1.8 - f/2.8","","条目 2 国风/汉服 回眸 侧身 大袖口 汉服；条目 2 摄影参考；国风/汉服 人像拍摄；回眸 侧身 大袖口 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","inspiration","条目 2 - 国风/汉服摄影参考","条目 2；国风/汉服；回眸；侧身；大袖口；汉服；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"pose-回眸侧身-条目-3-3","条目 3","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_回眸侧身.md","","回眸；侧身；大袖口；汉服","光线 / 侧逆光（勾勒轮廓）","","条目 3 国风/汉服 回眸 侧身 大袖口 汉服；条目 3 摄影参考；国风/汉服 人像拍摄；回眸 侧身 大袖口 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；光线氛围","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","inspiration","条目 3 - 国风/汉服摄影参考","条目 3；国风/汉服；回眸；侧身；大袖口；汉服；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"pose-回眸侧身-条目-4-4","条目 4","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_回眸侧身.md","","回眸；侧身；大袖口；汉服","高度 / 平拍或微微俯拍","","条目 4 国风/汉服 回眸 侧身 大袖口 汉服；条目 4 摄影参考；国风/汉服 人像拍摄；回眸 侧身 大袖口 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","saliency-focus","inspiration","条目 4 - 国风/汉服摄影参考","条目 4；国风/汉服；回眸；侧身；大袖口；汉服；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"pose-回眸侧身-条目-5-5","条目 5","obsidian_table_row","国风/汉服","Obsidian","","摄影姿势库/汉服/园林汉服/pose_回眸侧身.md","","回眸；侧身；大袖口；汉服；构图","构图 / 三分法，主体偏左","","条目 5 国风/汉服 回眸 侧身 大袖口 汉服 构图；条目 5 摄影参考；国风/汉服 人像拍摄；回眸 侧身 大袖口 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；构图镜头","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","local-private-reference","medium-shot","static","rule-of-thirds","shot-planning","条目 5 - 国风/汉服摄影参考","条目 5；国风/汉服；回眸；侧身；大袖口；汉服；构图；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
